S_D_M;class;#groups;seeding;group_no;group_pos;for_main_round;for_consolation;startnumber_A;startnumber_B
S;M1;167;306;27;5;;1;1989;
S;M1;167;305;28;5;;1;1990;
S;M1;167;304;29;5;;1;1991;
S;M1;167;303;30;5;;1;1994;
S;M1;167;302;31;5;;1;1996;
S;M1;167;301;32;5;;1;1998;
S;M1;167;300;33;5;;1;2000;
S;M1;167;299;34;5;;1;2002;
S;M1;167;298;35;5;;1;2003;
S;M1;167;297;36;5;;1;2009;
S;M1;167;296;37;5;;1;2011;
S;M1;167;295;38;5;;1;2012;
S;M1;167;294;39;5;;1;2013;
S;M1;167;293;40;5;;1;2014;
S;M1;167;292;41;5;;1;2015;
S;M1;167;291;42;5;;1;2016;
S;M1;167;290;43;5;;1;2019;
S;M1;167;289;44;5;;1;2020;
S;M1;167;288;45;5;;1;2021;
S;M1;167;287;46;5;;1;2022;
S;M1;167;286;47;5;;1;2023;
S;M1;167;285;48;5;;1;2024;
S;M1;167;284;49;5;;1;2027;
S;M1;167;283;50;5;;1;2030;
S;M1;167;282;51;5;;1;2031;
S;M1;167;281;52;5;;1;2034;
S;M1;167;280;53;5;;1;2035;
S;M1;167;279;54;5;;1;2036;
S;M1;167;278;55;5;;1;2037;
S;M1;167;277;56;5;;1;2039;
S;M1;167;276;57;5;;1;2043;
S;M1;167;275;58;5;;1;2045;
S;M1;167;274;59;5;;1;2047;
S;M1;167;273;60;5;;1;2048;
S;M1;167;272;61;5;;1;2050;
S;M1;167;271;62;5;;1;2055;
S;M1;167;270;63;5;;1;2056;
S;M1;167;269;64;5;;1;2058;
S;M1;167;268;65;5;;1;2061;
S;M1;167;267;66;5;;1;2068;
S;M1;167;266;67;5;;1;2069;
S;M1;167;265;68;5;;1;2070;
S;M1;167;264;69;5;;1;2072;
S;M1;167;263;70;5;;1;2073;
S;M1;167;262;71;5;;1;2074;
S;M1;167;261;72;5;;1;2076;
S;M1;167;260;73;5;;1;2077;
S;M1;167;259;74;5;;1;2079;
S;M1;167;258;75;5;;1;2080;
S;M1;167;257;76;5;;1;2083;
S;M1;167;256;77;5;;1;2084;
S;M1;167;255;78;5;;1;2085;
S;M1;167;254;79;5;;1;2086;
S;M1;167;253;80;5;;1;2093;
S;M1;167;252;81;5;;1;2095;
S;M1;167;251;82;5;;1;2098;
S;M1;167;250;83;5;;1;2099;
S;M1;167;249;84;5;;1;2100;
S;M1;167;248;85;5;;1;2101;
S;M1;167;247;86;5;;1;2102;
S;M1;167;246;87;5;;1;2103;
S;M1;167;245;88;5;;1;2105;
S;M1;167;244;89;5;;1;2107;
S;M1;167;243;90;5;;1;2108;
S;M1;167;242;91;5;;1;2109;
S;M1;167;241;92;5;;1;2110;
S;M1;167;240;93;5;;1;2111;
S;M1;167;239;94;5;;1;2114;
S;M1;167;238;95;5;;1;2117;
S;M1;167;237;96;5;;1;2118;
S;M1;167;236;97;5;;1;2121;
S;M1;167;235;98;5;;1;2122;
S;M1;167;234;99;5;;1;2124;
S;M1;167;233;100;5;;1;2125;
S;M1;167;232;101;5;;1;2127;
S;M1;167;231;102;5;;1;2128;
S;M1;167;230;103;5;;1;2131;
S;M1;167;229;104;5;;1;2133;
S;M1;167;228;105;5;;1;2136;
S;M1;167;227;106;5;;1;2138;
S;M1;167;226;107;5;;1;2139;
S;M1;167;225;108;5;;1;2140;
S;M1;167;224;109;5;;1;2141;
S;M1;167;223;110;5;;1;2142;
S;M1;167;222;111;5;;1;2143;
S;M1;167;221;112;5;;1;2144;
S;M1;167;220;113;5;;1;2145;
S;M1;167;219;114;5;;1;2148;
S;M1;167;218;115;5;;1;2150;
S;M1;167;217;116;5;;1;2151;
S;M1;167;216;117;5;;1;2152;
S;M1;167;215;118;5;;1;2154;
S;M1;167;214;119;5;;1;2158;
S;M1;167;213;120;5;;1;2160;
S;M1;167;212;121;5;;1;2161;
S;M1;167;211;122;5;;1;2162;
S;M1;167;210;123;5;;1;2163;
S;M1;167;209;124;5;;1;2164;
S;M1;167;208;125;5;;1;2165;
S;M1;167;207;126;5;;1;2166;
S;M1;167;206;127;5;;1;2167;
S;M1;167;205;128;5;;1;2168;
S;M1;167;204;129;5;;1;2169;
S;M1;167;203;130;5;;1;2170;
S;M1;167;202;131;5;;1;2171;
S;M1;167;201;132;5;;1;2172;
S;M1;167;200;133;5;;1;2174;
S;M1;167;199;134;5;;1;2175;
S;M1;167;198;135;5;;1;2176;
S;M1;167;197;136;5;;1;2177;
S;M1;167;196;137;5;;1;2178;
S;M1;167;195;138;5;;1;2179;
S;M1;167;194;139;5;;1;2181;
S;M1;167;193;140;5;;1;2182;
S;M1;167;192;141;5;;1;2183;
S;M1;167;191;142;5;;1;2187;
S;M1;167;190;143;5;;1;2188;
S;M1;167;189;144;5;;1;2189;
S;M1;167;188;145;5;;1;2190;
S;M1;167;187;146;5;;1;2191;
S;M1;167;186;147;5;;1;2192;
S;M1;167;185;148;5;;1;2194;
S;M1;167;184;149;5;;1;2197;
S;M1;167;183;150;5;;1;2199;
S;M1;167;182;151;5;;1;2204;
S;M1;167;181;152;5;;1;2206;
S;M1;167;180;153;5;;1;2207;
S;M1;167;179;154;5;;1;2208;
S;M1;167;178;155;5;;1;2209;
S;M1;167;177;156;5;;1;2210;
S;M1;167;176;157;5;;1;2211;
S;M1;167;175;158;5;;1;2212;
S;M1;167;174;159;5;;1;2215;
S;M1;167;173;160;5;;1;2216;
S;M1;167;172;161;5;;1;2219;
S;M1;167;171;162;5;;1;2220;
S;M1;167;170;163;5;;1;2222;
S;M1;167;169;164;5;;1;2223;
S;M1;167;168;165;5;;1;2224;
S;M1;167;167;166;5;;1;2227;
S;M1;167;166;167;5;;1;2228;
S;M1;167;165;1;6;;1;2229;
S;M1;167;164;2;6;;1;2231;
S;M1;167;163;3;6;;1;2232;
S;M1;167;162;4;6;;1;2233;
S;M1;167;161;5;6;;1;2234;
S;M1;167;160;6;6;;1;2236;
S;M1;167;159;7;6;;1;2240;
S;M1;167;158;8;6;;1;2241;
S;M1;167;157;9;6;;1;2242;
S;M1;167;156;10;6;;1;2243;
S;M1;167;155;11;6;;1;2245;
S;M1;167;154;12;6;;1;2247;
S;M1;167;153;13;6;;1;2248;
S;M1;167;152;14;6;;1;2250;
S;M1;167;151;15;6;;1;2254;
S;M1;167;150;16;6;;1;2255;
S;M1;167;149;17;6;;1;2256;
S;M1;167;148;18;6;;1;2258;
S;M1;167;147;19;6;;1;2259;
S;M1;167;146;20;6;;1;2260;
S;M1;167;145;21;6;;1;2261;
S;M1;167;144;22;6;;1;2262;
S;M1;167;143;23;6;;1;2263;
S;M1;167;142;24;6;;1;2264;
S;M1;167;141;25;6;;1;2265;
S;M1;167;140;26;6;;1;2266;
S;M1;167;139;27;6;;1;2267;
S;M1;167;138;28;6;;1;2268;
S;M1;167;137;29;6;;1;2269;
S;M1;167;136;30;6;;1;2270;
S;M1;167;135;31;6;;1;2272;
S;M1;167;134;32;6;;1;2273;
S;M1;167;133;33;6;;1;2275;
S;M1;167;132;34;6;;1;2276;
S;M1;167;131;35;6;;1;2277;
S;M1;167;130;36;6;;1;2278;
S;M1;167;129;37;6;;1;2279;
S;M1;167;128;38;6;;1;2280;
S;M1;167;127;39;6;;1;2282;
S;M1;167;126;40;6;;1;2283;
S;M1;167;125;41;6;;1;2284;
S;M1;167;124;42;6;;1;2287;
S;M1;167;123;43;6;;1;2291;
S;M1;167;122;44;6;;1;2292;
S;M1;167;121;45;6;;1;2293;
S;M1;167;120;46;6;;1;2294;
S;M1;167;119;47;6;;1;2295;
S;M1;167;118;48;6;;1;2296;
S;M1;167;117;49;6;;1;2297;
S;M1;167;116;50;6;;1;2299;
S;M1;167;115;51;6;;1;2300;
S;M1;167;114;52;6;;1;2304;
S;M1;167;113;53;6;;1;2305;
S;M1;167;112;54;6;;1;2308;
S;M1;167;111;55;6;;1;2309;
S;M1;167;110;56;6;;1;2311;
S;M1;167;109;57;6;;1;2314;
S;M1;167;108;58;6;;1;2315;
S;M1;167;107;59;6;;1;2316;
S;M1;167;106;60;6;;1;2318;
S;M1;167;105;61;6;;1;2319;
S;M1;167;104;62;6;;1;2322;
S;M1;167;103;63;6;;1;2325;
S;M1;167;102;64;6;;1;2326;
S;M1;167;101;65;6;;1;2327;
S;M1;167;100;66;6;;1;2328;
S;M1;167;99;67;6;;1;2329;
S;M1;167;98;68;6;;1;2331;
S;M1;167;97;69;6;;1;2332;
S;M1;167;96;70;6;;1;2333;
S;M1;167;95;71;6;;1;2335;
S;M1;167;94;72;6;;1;2338;
S;M1;167;93;73;6;;1;2340;
S;M1;167;92;74;6;;1;2342;
S;M1;167;91;75;6;;1;2343;
S;M1;167;90;76;6;;1;2344;
S;M1;167;89;77;6;;1;2345;
S;M1;167;88;78;6;;1;2347;
S;M1;167;87;79;6;;1;2348;
S;M1;167;86;80;6;;1;2349;
S;M1;167;85;81;6;;1;2350;
S;M1;167;84;82;6;;1;2351;
S;M1;167;83;83;6;;1;2352;
S;M1;167;82;84;6;;1;2353;
S;M1;167;81;85;6;;1;2355;
S;M1;167;80;86;6;;1;2356;
S;M1;167;79;87;6;;1;2358;
S;M1;167;78;88;6;;1;2360;
S;M1;167;77;89;6;;1;2361;
S;M1;167;76;90;6;;1;2362;
S;M1;167;75;91;6;;1;2363;
S;M1;167;74;92;6;;1;2364;
S;M1;167;73;93;6;;1;2365;
S;M1;167;72;94;6;;1;2366;
S;M1;167;71;95;6;;1;2367;
S;M1;167;70;96;6;;1;2368;
S;M1;167;69;97;6;;1;2369;
S;M1;167;68;98;6;;1;2370;
S;M1;167;67;99;6;;1;2371;
S;M1;167;66;100;6;;1;2372;
S;M1;167;65;101;6;;1;2373;
S;M1;167;64;102;6;;1;2376;
S;M1;167;63;103;6;;1;2377;
S;M1;167;62;104;6;;1;2379;
S;M1;167;61;105;6;;1;2380;
S;M1;167;60;106;6;;1;2384;
S;M1;167;59;107;6;;1;2386;
S;M1;167;58;108;6;;1;2388;
S;M1;167;57;109;6;;1;2389;
S;M1;167;56;110;6;;1;2390;
S;M1;167;55;111;6;;1;2391;
S;M1;167;54;112;6;;1;2392;
S;M1;167;53;113;6;;1;2393;
S;M1;167;52;114;6;;1;2395;
S;M1;167;51;115;6;;1;2396;
S;M1;167;50;116;6;;1;2397;
S;M1;167;49;117;6;;1;2398;
S;M1;167;48;118;6;;1;2400;
S;M1;167;47;119;6;;1;2401;
S;M1;167;46;120;6;;1;2402;
S;M1;167;45;121;6;;1;2404;
S;M1;167;44;122;6;;1;2407;
S;M1;167;43;123;6;;1;2412;
S;M1;167;42;124;6;;1;2414;
S;M1;167;41;125;6;;1;2415;
S;M1;167;40;126;6;;1;2418;
S;M1;167;39;127;6;;1;2419;
S;M1;167;38;128;6;;1;2421;
S;M1;167;37;129;6;;1;2422;
S;M1;167;36;130;6;;1;2423;
S;M1;167;35;131;6;;1;2424;
S;M1;167;34;132;6;;1;2426;
S;M1;167;33;133;6;;1;2427;
S;M1;167;32;134;6;;1;2428;
S;M1;167;31;135;6;;1;2429;
S;M1;167;30;136;6;;1;2434;
S;M1;167;29;137;6;;1;2435;
S;M1;167;28;138;6;;1;2439;
S;M1;167;27;139;6;;1;2440;
S;M1;167;26;140;6;;1;2441;
S;M1;167;25;141;6;;1;2443;
S;M1;167;24;142;6;;1;2444;
S;M1;167;23;143;6;;1;2445;
S;M1;167;22;144;6;;1;2446;
S;M1;167;21;145;6;;1;2447;
S;M1;167;20;146;6;;1;2449;
S;M1;167;19;147;6;;1;2451;
S;M1;167;18;148;6;;1;2452;
S;M1;167;17;149;6;;1;2453;
S;M1;167;16;150;6;;1;2456;
S;M1;167;15;151;6;;1;2457;
S;M1;167;14;152;6;;1;2458;
S;M1;167;13;153;6;;1;2460;
S;M1;167;12;154;6;;1;2462;
S;M1;167;11;155;6;;1;2463;
S;M1;167;10;156;6;;1;2464;
S;M1;167;9;157;6;;1;2465;
S;M1;167;8;158;6;;1;2466;
S;M1;167;7;159;6;;1;2468;
S;M1;167;6;160;6;;1;2469;
S;M1;167;5;161;6;;1;2470;
S;M1;167;4;162;6;;1;2471;
S;M1;167;3;163;6;;1;2472;
S;M1;167;2;164;6;;1;2473;
S;M1;167;1;165;6;;1;2476;
S;W1;84;1000;1;1;1;;1007;
S;W1;84;999;2;1;1;;1014;
S;W1;84;998;3;1;1;;1017;
S;W1;84;997;4;1;1;;1026;
S;W1;84;996;5;1;1;;1037;
S;W1;84;995;6;1;1;;1043;
S;W1;84;994;7;1;1;;1044;
S;W1;84;993;8;1;1;;1046;
S;W1;84;992;9;1;1;;1047;
S;W1;84;991;10;1;1;;1054;
S;W1;84;990;11;1;1;;1068;
S;W1;84;989;12;1;1;;1071;
S;W1;84;988;13;1;1;;1081;
S;W1;84;987;14;1;1;;1088;
S;W1;84;986;15;1;1;;1095;
S;W1;84;985;16;1;1;;1098;
S;W1;84;984;17;1;1;;1104;
S;W1;84;983;18;1;1;;1108;
S;W1;84;982;19;1;1;;1113;
S;W1;84;981;20;1;1;;1115;
S;W1;84;980;21;1;1;;1119;
S;W1;84;979;22;1;1;;1124;
S;W1;84;978;23;1;1;;1127;
S;W1;84;977;24;1;1;;1129;
S;W1;84;976;25;1;1;;1131;
S;W1;84;975;26;1;1;;1132;
S;W1;84;974;27;1;1;;1146;
S;W1;84;973;28;1;1;;1147;
S;W1;84;972;29;1;1;;1151;
S;W1;84;971;30;1;1;;1155;
S;W1;84;970;31;1;1;;1156;
S;W1;84;969;32;1;1;;1157;
S;W1;84;968;33;1;1;;1162;
S;W1;84;967;34;1;1;;1165;
S;W1;84;966;35;1;1;;1180;
S;W1;84;965;36;1;1;;1193;
S;W1;84;964;37;1;1;;1194;
S;W1;84;963;38;1;1;;1196;
S;W1;84;962;39;1;1;;1197;
S;W1;84;961;40;1;1;;1198;
S;W1;84;960;41;1;1;;1199;
S;W1;84;959;42;1;1;;1202;
S;W1;84;958;43;1;1;;1204;
S;W1;84;957;44;1;1;;1205;
S;W1;84;956;45;1;1;;1216;
S;W1;84;955;46;1;1;;1220;
S;W1;84;954;47;1;1;;1223;
S;W1;84;953;48;1;1;;1229;
S;W1;84;952;49;1;1;;1232;
S;W1;84;951;50;1;1;;1233;
S;W1;84;950;51;1;1;;1234;
S;W1;84;949;52;1;1;;1236;
S;W1;84;948;53;1;1;;1237;
S;W1;84;947;54;1;1;;1238;
S;W1;84;946;55;1;1;;1244;
S;W1;84;945;56;1;1;;1248;
S;W1;84;944;57;1;1;;1253;
S;W1;84;943;58;1;1;;1254;
S;W1;84;942;59;1;1;;1256;
S;W1;84;941;60;1;1;;1257;
S;W1;84;940;61;1;1;;1258;
S;W1;84;939;62;1;1;;1261;
S;W1;84;938;63;1;1;;1264;
S;W1;84;937;64;1;1;;1266;
S;W1;84;936;65;1;1;;1270;
S;W1;84;935;66;1;1;;1272;
S;W1;84;934;67;1;1;;1273;
S;W1;84;933;68;1;1;;1276;
S;W1;84;932;69;1;1;;1277;
S;W1;84;931;70;1;1;;1278;
S;W1;84;930;71;1;1;;1279;
S;W1;84;929;72;1;1;;1281;
S;W1;84;928;73;1;1;;1292;
S;W1;84;927;74;1;1;;1293;
S;W1;84;926;75;1;1;;1301;
S;W1;84;925;76;1;1;;1308;
S;W1;84;924;77;1;1;;1309;
S;W1;84;923;78;1;1;;1311;
S;W1;84;922;79;1;1;;1312;
S;W1;84;921;80;1;1;;1317;
S;W1;84;920;81;1;1;;1318;
S;W1;84;919;82;1;1;;1320;
S;W1;84;918;83;1;1;;1321;
S;W1;84;917;84;1;1;;1327;
S;W1;84;916;1;2;1;;1328;
S;W1;84;915;2;2;1;;1329;
S;W1;84;914;3;2;1;;1330;
S;W1;84;913;4;2;1;;1336;
S;W1;84;912;5;2;1;;1339;
S;W1;84;911;6;2;1;;1340;
S;W1;84;910;7;2;1;;1346;
S;W1;84;909;8;2;1;;1350;
S;W1;84;908;9;2;1;;1353;
S;W1;84;907;10;2;1;;1357;
S;W1;84;906;11;2;1;;1359;
S;W1;84;905;12;2;1;;1362;
S;W1;84;904;13;2;1;;1363;
S;W1;84;903;14;2;1;;1365;
S;W1;84;902;15;2;1;;1375;
S;W1;84;901;16;2;1;;1380;
S;W1;84;900;17;2;1;;1381;
S;W1;84;899;18;2;1;;1382;
S;W1;84;898;19;2;1;;1385;
S;W1;84;897;20;2;1;;1389;
S;W1;84;896;21;2;1;;1396;
S;W1;84;895;22;2;1;;1399;
S;W1;84;894;23;2;1;;1403;
S;W1;84;893;24;2;1;;1404;
S;W1;84;892;25;2;1;;1406;
S;W1;84;891;26;2;1;;1410;
S;W1;84;890;27;2;1;;1411;
S;W1;84;889;28;2;1;;1413;
S;W1;84;888;29;2;1;;1414;
S;W1;84;887;30;2;1;;1428;
S;W1;84;886;31;2;1;;1429;
S;W1;84;885;32;2;1;;1430;
S;W1;84;884;33;2;1;;1433;
S;W1;84;883;34;2;1;;1434;
S;W1;84;882;35;2;1;;1443;
S;W1;84;881;36;2;1;;1453;
S;W1;84;880;37;2;1;;1456;
S;W1;84;879;38;2;1;;1457;
S;W1;84;878;39;2;1;;1461;
S;W1;84;877;40;2;1;;1468;
S;W1;84;876;41;2;1;;1471;
S;W1;84;875;42;2;1;;1472;
S;W1;84;874;43;2;1;;1475;
S;W1;84;873;44;2;1;;1494;
S;W1;84;872;45;2;1;;1497;
S;W1;84;871;46;2;1;;1499;
S;W1;84;870;47;2;1;;1503;
S;W1;84;869;48;2;1;;1505;
S;W1;84;868;49;2;1;;1508;
S;W1;84;867;50;2;1;;1509;
S;W1;84;866;51;2;1;;1513;
S;W1;84;865;52;2;1;;1515;
S;W1;84;864;53;2;1;;1516;
S;W1;84;863;54;2;1;;1517;
S;W1;84;862;55;2;1;;1518;
S;W1;84;861;56;2;1;;1519;
S;W1;84;860;57;2;1;;1520;
S;W1;84;859;58;2;1;;1523;
S;W1;84;858;59;2;1;;1527;
S;W1;84;857;60;2;1;;1528;
S;W1;84;856;61;2;1;;1530;
S;W1;84;855;62;2;1;;1531;
S;W1;84;854;63;2;1;;1535;
S;W1;84;853;64;2;1;;1538;
S;W1;84;852;65;2;1;;1545;
S;W1;84;851;66;2;1;;1552;
S;W1;84;850;67;2;1;;1554;
S;W1;84;849;68;2;1;;1555;
S;W1;84;848;69;2;1;;1559;
S;W1;84;847;70;2;1;;1563;
S;W1;84;846;71;2;1;;1564;
S;W1;84;845;72;2;1;;1567;
S;W1;84;844;73;2;1;;1571;
S;W1;84;843;74;2;1;;1573;
S;W1;84;842;75;2;1;;1577;
S;W1;84;841;76;2;1;;1584;
S;W1;84;840;77;2;1;;1588;
S;W1;84;839;78;2;1;;1592;
S;W1;84;838;79;2;1;;1594;
S;W1;84;837;80;2;1;;1595;
S;W1;84;836;81;2;1;;1596;
S;W1;84;835;82;2;1;;1605;
S;W1;84;834;83;2;1;;1612;
S;W1;84;833;84;2;1;;1621;
S;W1;84;832;1;3;1;;1624;
S;W1;84;831;2;3;1;;1630;
S;W1;84;830;3;3;1;;1635;
S;W1;84;829;4;3;1;;1638;
S;W1;84;828;5;3;1;;1641;
S;W1;84;827;6;3;1;;1642;
S;W1;84;826;7;3;1;;1643;
S;W1;84;825;8;3;1;;1646;
S;W1;84;824;9;3;1;;1651;
S;W1;84;823;10;3;1;;1659;
S;W1;84;822;11;3;1;;1661;
S;W1;84;821;12;3;1;;1665;
S;W1;84;820;13;3;1;;1668;
S;W1;84;819;14;3;1;;1670;
S;W1;84;818;15;3;1;;1671;
S;W1;84;817;16;3;1;;1675;
S;W1;84;816;17;3;1;;1676;
S;W1;84;815;18;3;1;;1680;
S;W1;84;814;19;3;1;;1683;
S;W1;84;813;20;3;1;;1684;
S;W1;84;812;21;3;1;;1692;
S;W1;84;811;22;3;1;;1694;
S;W1;84;810;23;3;1;;1696;
S;W1;84;809;24;3;1;;1698;
S;W1;84;808;25;3;1;;1699;
S;W1;84;807;26;3;1;;1700;
S;W1;84;806;27;3;1;;1701;
S;W1;84;805;28;3;1;;1702;
S;W1;84;804;29;3;1;;1705;
S;W1;84;803;30;3;1;;1707;
S;W1;84;802;31;3;1;;1710;
S;W1;84;801;32;3;1;;1713;
S;W1;84;800;33;3;1;;1720;
S;W1;84;799;34;3;1;;1722;
S;W1;84;798;35;3;1;;1724;
S;W1;84;797;36;3;1;;1728;
S;W1;84;796;37;3;1;;1730;
S;W1;84;795;38;3;1;;1733;
S;W1;84;794;39;3;1;;1734;
S;W1;84;793;40;3;1;;1736;
S;W1;84;792;41;3;1;;1737;
S;W1;84;791;42;3;1;;1742;
S;W1;84;790;43;3;1;;1750;
S;W1;84;789;44;3;1;;1751;
S;W1;84;788;45;3;1;;1753;
S;W1;84;787;46;3;1;;1768;
S;W1;84;786;47;3;1;;1769;
S;W1;84;785;48;3;1;;1772;
S;W1;84;784;49;3;1;;1778;
S;W1;84;783;50;3;1;;1783;
S;W1;84;782;51;3;1;;1785;
S;W1;84;781;52;3;1;;1786;
S;W1;84;780;53;3;1;;1787;
S;W1;84;779;54;3;1;;1788;
S;W1;84;778;55;3;1;;1793;
S;W1;84;777;56;3;1;;1794;
S;W1;84;776;57;3;1;;1797;
S;W1;84;775;58;3;1;;1807;
S;W1;84;774;59;3;1;;1810;
S;W1;84;773;60;3;1;;1813;
S;W1;84;772;61;3;1;;1820;
S;W1;84;771;62;3;1;;1822;
S;W1;84;770;63;3;1;;1825;
S;W1;84;769;64;3;1;;1828;
S;W1;84;768;65;3;1;;1834;
S;W1;84;767;66;3;1;;1835;
S;W1;84;766;67;3;1;;1838;
S;W1;84;765;68;3;1;;1842;
S;W1;84;764;69;3;1;;1843;
S;W1;84;763;70;3;1;;1847;
S;W1;84;762;71;3;1;;1848;
S;W1;84;761;72;3;1;;1852;
S;W1;84;760;73;3;1;;1853;
S;W1;84;759;74;3;1;;1855;
S;W1;84;758;75;3;1;;1856;
S;W1;84;757;76;3;1;;1857;
S;W1;84;756;77;3;1;;1858;
S;W1;84;755;78;3;1;;1863;
S;W1;84;754;79;3;1;;1865;
S;W1;84;753;80;3;1;;1866;
S;W1;84;752;81;3;1;;1868;
S;W1;84;751;82;3;1;;1872;
S;W1;84;750;83;3;1;;1874;
S;W1;84;749;84;3;1;;1876;
S;W1;84;748;1;4;;1;1877;
S;W1;84;747;2;4;;1;1879;
S;W1;84;746;3;4;;1;1880;
S;W1;84;745;4;4;;1;1881;
S;W1;84;744;5;4;;1;1883;
S;W1;84;743;6;4;;1;1887;
S;W1;84;742;7;4;;1;1889;
S;W1;84;741;8;4;;1;1893;
S;W1;84;740;9;4;;1;1894;
S;W1;84;739;10;4;;1;1896;
S;W1;84;738;11;4;;1;1898;
S;W1;84;737;12;4;;1;1900;
S;W1;84;736;13;4;;1;1903;
S;W1;84;735;14;4;;1;1904;
S;W1;84;734;15;4;;1;1905;
S;W1;84;733;16;4;;1;1906;
S;W1;84;732;17;4;;1;1909;
S;W1;84;731;18;4;;1;1911;
S;W1;84;730;19;4;;1;1912;
S;W1;84;729;20;4;;1;1920;
S;W1;84;728;21;4;;1;1923;
S;W1;84;727;22;4;;1;1929;
S;W1;84;726;23;4;;1;1930;
S;W1;84;725;24;4;;1;1931;
S;W1;84;724;25;4;;1;1932;
S;W1;84;723;26;4;;1;1938;
S;W1;84;722;27;4;;1;1939;
S;W1;84;721;28;4;;1;1942;
S;W1;84;720;29;4;;1;1951;
S;W1;84;719;30;4;;1;1953;
S;W1;84;718;31;4;;1;1954;
S;W1;84;717;32;4;;1;1955;
S;W1;84;716;33;4;;1;1960;
S;W1;84;715;34;4;;1;1961;
S;W1;84;714;35;4;;1;1967;
S;W1;84;713;36;4;;1;1971;
S;W1;84;712;37;4;;1;1975;
S;W1;84;711;38;4;;1;1977;
S;W1;84;710;39;4;;1;1979;
S;W1;84;709;40;4;;1;1981;
S;W1;84;708;41;4;;1;1982;
S;W1;84;707;42;4;;1;1983;
S;W1;84;706;43;4;;1;1992;
S;W1;84;705;44;4;;1;1993;
S;W1;84;704;45;4;;1;1995;
S;W1;84;703;46;4;;1;1997;
S;W1;84;702;47;4;;1;1999;
S;W1;84;701;48;4;;1;2001;
S;W1;84;700;49;4;;1;2004;
S;W1;84;699;50;4;;1;2005;
S;W1;84;698;51;4;;1;2006;
S;W1;84;697;52;4;;1;2007;
S;W1;84;696;53;4;;1;2008;
S;W1;84;695;54;4;;1;2010;
S;W1;84;694;55;4;;1;2017;
S;W1;84;693;56;4;;1;2018;
S;W1;84;692;57;4;;1;2025;
S;W1;84;691;58;4;;1;2026;
S;W1;84;690;59;4;;1;2028;
S;W1;84;689;60;4;;1;2029;
S;W1;84;688;61;4;;1;2032;
S;W1;84;687;62;4;;1;2033;
S;W1;84;686;63;4;;1;2038;
S;W1;84;685;64;4;;1;2040;
S;W1;84;684;65;4;;1;2041;
S;W1;84;683;66;4;;1;2042;
S;W1;84;682;67;4;;1;2044;
S;W1;84;681;68;4;;1;2046;
S;W1;84;680;69;4;;1;2049;
S;W1;84;679;70;4;;1;2051;
S;W1;84;678;71;4;;1;2052;
S;W1;84;677;72;4;;1;2053;
S;W1;84;676;73;4;;1;2054;
S;W1;84;675;74;4;;1;2057;
S;W1;84;674;75;4;;1;2059;
S;W1;84;673;76;4;;1;2060;
S;W1;84;672;77;4;;1;2062;
S;W1;84;671;78;4;;1;2063;
S;W1;84;670;79;4;;1;2064;
S;W1;84;669;80;4;;1;2065;
S;W1;84;668;81;4;;1;2066;
S;W1;84;667;82;4;;1;2067;
S;W1;84;666;83;4;;1;2071;
S;W1;84;665;84;4;;1;2075;
S;W1;84;664;1;5;;1;2078;
S;W1;84;663;2;5;;1;2081;
S;W1;84;662;3;5;;1;2082;
S;W1;84;661;4;5;;1;2087;
S;W1;84;660;5;5;;1;2088;
S;W1;84;659;6;5;;1;2089;
S;W1;84;658;7;5;;1;2090;
S;W1;84;657;8;5;;1;2091;
S;W1;84;656;9;5;;1;2092;
S;W1;84;655;10;5;;1;2094;
S;W1;84;654;11;5;;1;2096;
S;W1;84;653;12;5;;1;2097;
S;W1;84;652;13;5;;1;2104;
S;W1;84;651;14;5;;1;2106;
S;W1;84;650;15;5;;1;2112;
S;W1;84;649;16;5;;1;2113;
S;W1;84;648;17;5;;1;2115;
S;W1;84;647;18;5;;1;2116;
S;W1;84;646;19;5;;1;2119;
S;W1;84;645;20;5;;1;2120;
S;W1;84;644;21;5;;1;2123;
S;W1;84;643;22;5;;1;2126;
S;W1;84;642;23;5;;1;2129;
S;W1;84;641;24;5;;1;2130;
S;W1;84;640;25;5;;1;2132;
S;W1;84;639;26;5;;1;2134;
S;W1;84;638;27;5;;1;2135;
S;W1;84;637;28;5;;1;2137;
S;W1;84;636;29;5;;1;2146;
S;W1;84;635;30;5;;1;2147;
S;W1;84;634;31;5;;1;2149;
S;W1;84;633;32;5;;1;2153;
S;W1;84;632;33;5;;1;2155;
S;W1;84;631;34;5;;1;2156;
S;W1;84;630;35;5;;1;2157;
S;W1;84;629;36;5;;1;2159;
S;W1;84;628;37;5;;1;2173;
S;W1;84;627;38;5;;1;2180;
S;W1;84;626;39;5;;1;2184;
S;W1;84;625;40;5;;1;2185;
S;W1;84;624;41;5;;1;2186;
S;W1;84;623;42;5;;1;2193;
S;W1;84;622;43;5;;1;2195;
S;W1;84;621;44;5;;1;2196;
S;W1;84;620;45;5;;1;2198;
S;W1;84;619;46;5;;1;2200;
S;W1;84;618;47;5;;1;2201;
S;W1;84;617;48;5;;1;2202;
S;W1;84;616;49;5;;1;2203;
S;W1;84;615;50;5;;1;2205;
S;W1;84;614;51;5;;1;2213;
S;W1;84;613;52;5;;1;2214;
S;W1;84;612;53;5;;1;2217;
S;W1;84;611;54;5;;1;2218;
S;W1;84;610;55;5;;1;2221;
